,Unnamed: 0,dyn,ip_x,REG_RDI,REG_RSI,REG_RBP,REG_RSP,REG_RDX,REG_RCX,REG_RAX,REG_RFLAGS,REG_RIP,memread_addr_1,read_size_1,mem_val_1,displacement_1,base_reg_1,index_reg_1,scale_1,memwrite_addr,read_size,mem_val,displacement,base_reg,index_reg,scale, prop_his,num,ip_y,reg,left,right,result
959,959,288481,4204025,53916,7650.0,140731406239840,140731406239648,25211516,25211516.0,0.0,663,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,502938,4204025,8,288481,288481,2
960,960,288636,4204032,65328,7650.0,140731406239840,140731406239648,25211540,25211539.0,0.0,514,4204032,0,0,0,0,0,0,0,140731406239744,8,25211539,4294967200,5,0,1,24,502960,4204032,8,288636,288636,2
961,961,289636,4204078,99,2.0,140731406239840,140731406239648,38,25211191.0,1.8446744073709552e+19,659,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,2055373,4204078,4,289632,289636,3
962,962,290497,4204049,4510808,35.0,140731406239840,140731406239648,25212677,25212677.0,0.0,514,4204049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,503229,4204049,8,290497,290497,2
963,963,290542,4204090,126109,2800.0,140731406239840,140731406239648,37,25211191.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,37734,4204090,3,290542,290542,4
964,964,290749,4204036,4916158,33858.0,140731406239840,140731406239648,25211676,25211675.0,0.0,514,4204036,25211675,1,36,0,9,0,1,0,0,0,0,0,0,0,34,966783,4204036,9,290747,290749,2
965,965,291169,4204081,99,396.0,140731406239840,140731406239648,36,25211191.0,1.8446744073709552e+19,514,4204081,0,0,0,0,0,0,0,140731406239756,4,891,4294967212,5,0,1,196608,2055638,4204081,4,291169,291169,3
966,966,292649,4204074,14001018,28.0,140731406239840,140731406239648,38,25211191.0,1.8446744073709552e+19,659,4204074,25211153,1,99,0,9,10,1,0,0,0,0,0,0,0,53248,1444559,4204074,10,292649,292649,3
967,967,292759,4204098,382502,300.0,140731406239840,140731406239648,37,25211191.0,1.8446744073709552e+19,530,4204098,140731406239760,4,37,4294967216,5,0,1,0,0,0,0,0,0,0,8388673,2055910,4204098,4,292759,292759,3
968,968,293272,4204046,14539153,39.0,140731406239840,140731406239648,25211824,25212756.0,0.0,530,4204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,967152,4204046,9,293272,293272,2
969,969,293443,4204108,14546875,0.0,140731406239840,140731406239648,170,25211191.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,2056025,4204108,4,293442,293443,3
970,970,293611,4204098,388797,0.0,140731406239840,140731406239648,159,25211191.0,1.8446744073709552e+19,518,4204098,140731406239760,4,159,4294967216,5,0,1,0,0,0,0,0,0,0,8388673,2056054,4204098,4,293611,293611,3
971,971,293627,4204036,14546875,0.0,140731406239840,140731406239648,25211853,25211852.0,0.0,514,4204036,25211852,1,155,0,9,0,1,0,0,0,0,0,0,0,34,967203,4204036,9,293625,293627,2
972,972,293855,4204060,14589324,87.0,140731406239840,140731406239648,25212773,25212772.0,0.0,518,4204060,25212772,1,0,0,9,0,1,0,0,0,0,0,0,0,2176,967237,4204060,9,293853,293855,2
973,973,294331,4204060,14612500,37.0,140731406239840,140731406239648,25212787,25212786.0,0.0,514,4204060,25212786,1,0,0,9,0,1,0,0,0,0,0,0,0,2176,967307,4204060,9,294329,294331,2
974,974,294377,4204036,14612500,0.0,140731406239840,140731406239648,25211912,25211911.0,0.0,514,4204036,25211911,1,90,0,9,0,1,0,0,0,0,0,0,0,34,967312,4204036,9,294375,294377,2
975,975,294540,4204003,14612500,0.0,140731406239840,140731406239648,167,25211191.0,4294967294.0,642,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1444855,4204003,10,294540,294540,3
976,976,295155,4204081,0,0.0,140731406239840,140731406239648,165,25211191.0,1.8446744073709552e+19,518,4204081,0,0,0,0,0,0,0,140731406239756,4,0,4294967212,5,0,1,196608,2056316,4204081,4,295155,295155,4
977,977,295306,4204003,14624134,0.0,140731406239840,140731406239648,104,25211191.0,5.0,518,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1444972,4204003,10,295306,295306,4
978,978,295432,4204244,14624134,0.0,140731406239840,140731406239648,169640,370000.0,37.0,518,4204244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1444997,4204244,10,295432,295432,4
979,979,295907,4204060,3740,39.0,140731406239840,140731406239648,25212605,25212604.0,0.0,518,4204060,25212604,1,0,0,9,0,1,0,0,0,0,0,0,0,2176,967536,4204060,9,295905,295907,2
980,980,295978,4204071,3740,0.0,140731406239840,140731406239648,37,25211190.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,504019,4204071,8,295978,295978,4
981,981,296121,4204025,3740,0.0,140731406239840,140731406239648,25211507,25211507.0,0.0,646,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,504036,4204025,8,296121,296121,2
982,982,296469,4204060,77623,39.0,140731406239840,140731406239648,25212621,25212620.0,0.0,514,4204060,25212620,1,1,0,9,0,1,0,0,0,0,0,0,0,2176,967618,4204060,9,296467,296469,2
983,983,296644,4204003,103832,15136.0,140731406239840,140731406239648,43,25211190.0,4294967292.0,646,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1445185,4204003,10,296644,296644,4
984,984,296967,4204074,577667,4.0,140731406239840,140731406239648,36,25211190.0,1.8446744073709552e+19,659,4204074,25211154,1,100,0,9,10,1,0,0,0,0,0,0,0,53248,1445232,4204074,10,296967,296967,4
985,985,297040,4204090,15033,0.0,140731406239840,140731406239648,38,25211190.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,38654,4204090,3,297040,297040,4
986,986,297616,4204078,99,2.0,140731406239840,140731406239648,38,25211190.0,1.8446744073709552e+19,659,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,38733,4204078,3,297616,297616,3
987,987,298052,4204056,2915030,35.0,140731406239840,140731406239648,25212666,25212665.0,0.0,518,4204056,0,0,0,0,0,0,0,140731406239728,8,25212665,4294967184,5,0,1,1536,504317,4204056,8,298052,298052,2
988,988,298296,4204003,3302210,161172.0,140731406239840,140731406239648,37,25211190.0,4294967294.0,642,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1445441,4204003,10,298296,298296,4
989,989,298820,4204119,5305079,194139.0,140731406239840,140731406239648,37,25211190.0,4294967293.0,530,4204119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268435505,1445521,4204119,10,298820,298820,3
990,990,298868,4204046,5550797,36.0,140731406239840,140731406239648,25211681,25212688.0,0.0,518,4204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,967967,4204046,9,298868,298868,2
991,991,299322,4204022,7461254,135432.0,140731406239840,140731406239648,38,25211712.0,0.0,646,4204022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,968032,4204022,9,299322,299322,2
992,992,299330,4204056,7461254,40.0,140731406239840,140731406239648,25212702,25212701.0,0.0,518,4204056,0,0,0,0,0,0,0,140731406239728,8,25212701,4294967184,5,0,1,1536,504500,4204056,8,299330,299330,2
993,993,299831,4204081,99,3366.0,140731406239840,140731406239648,38,25211190.0,1.8446744073709552e+19,514,4204081,0,0,0,0,0,0,0,140731406239756,4,1881,4294967212,5,0,1,196608,2057110,4204081,4,299831,299831,4
994,994,299915,4204006,10451630,267399.0,140731406239840,140731406239648,37,25211190.0,4294967295.0,642,4204006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1914040,4204006,25,299915,299915,2
995,995,300895,4204108,14157168,0.0,140731406239840,140731406239648,87,25211190.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,39201,4204108,3,300895,300895,4
996,996,301351,4204092,391931,0.0,140731406239840,140731406239648,172,25211190.0,1.8446744073709552e+19,514,4204092,0,0,0,0,0,0,0,140731406239764,4,391931,4294967220,5,0,1,3145736,39265,4204092,3,301351,301351,4
997,997,301430,4204003,14609282,0.0,140731406239840,140731406239648,169,25211190.0,4294967293.0,642,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1445928,4204003,10,301430,301430,4
998,998,301502,4204022,14609282,0.0,140731406239840,140731406239648,165,25211850.0,0.0,642,4204022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,968350,4204022,9,301502,301502,2
999,999,302172,4204046,14699332,115.0,140731406239840,140731406239648,25211889,25212782.0,0.0,514,4204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,968449,4204046,9,302172,302172,2
1000,1000,302593,4204025,14748194,0.0,140731406239840,140731406239648,25211919,25211919.0,0.0,663,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,504968,4204025,8,302593,302593,2
1001,1001,302633,4204049,14748194,165.0,140731406239840,140731406239648,25212795,25212795.0,0.0,518,4204049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,504975,4204049,8,302633,302633,2
1002,1002,302799,4204036,14767157,7524.0,140731406239840,140731406239648,25211926,25211925.0,0.0,514,4204036,25211925,1,39,0,9,0,1,0,0,0,0,0,0,0,34,968540,4204036,9,302797,302799,2
1003,1003,303172,4204090,395895,0.0,140731406239840,140731406239648,164,25211190.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,2057681,4204090,4,303171,303172,3
1004,1004,303297,4204049,14774753,38.0,140731406239840,140731406239648,25212814,25212814.0,0.0,514,4204049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,505071,4204049,8,303297,303297,2
1005,1005,303331,4204049,14774753,38.0,140731406239840,140731406239648,25212815,25212815.0,0.0,514,4204049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,505076,4204049,8,303331,303331,2
1006,1006,303527,4204108,0,0.0,140731406239840,140731406239648,170,25211190.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,39571,4204108,3,303527,303527,3
1007,1007,303681,4204049,0,159.0,140731406239840,140731406239648,25212598,25212598.0,0.0,518,4204049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,505125,4204049,8,303681,303681,2
1008,1008,304025,4204124,11263,0.0,140731406239840,140731406239648,98,25211190.0,4294967290.0,646,4204124,0,0,0,0,0,0,0,140731406239772,4,4294967289,4294967228,5,0,1,536870913,1446334,4204124,10,304025,304025,3
1009,1009,304136,4204032,11263,0.0,140731406239840,140731406239648,25211510,25211509.0,0.0,514,4204032,0,0,0,0,0,0,0,140731406239744,8,25211509,4294967200,5,0,1,24,505190,4204032,8,304136,304136,2
1010,1010,304373,4204025,95917,21870.0,140731406239840,140731406239648,25211516,25211516.0,0.0,659,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,505224,4204025,8,304373,304373,2
1011,1011,304430,4204110,114769,7566.0,140731406239840,140731406239648,39,25211190.0,1.8446744073709552e+19,530,4204110,0,0,0,0,0,0,0,140731406239700,4,107203,4294967156,5,0,1,67108872,39702,4204110,3,304430,304430,4
1012,1012,304448,4204056,114769,37.0,140731406239840,140731406239648,25212621,25212620.0,0.0,514,4204056,0,0,0,0,0,0,0,140731406239728,8,25212620,4294967184,5,0,1,1536,505237,4204056,8,304448,304448,2
1013,1013,305764,4204071,1808748,44.0,140731406239840,140731406239648,37,25211190.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,505426,4204071,8,305764,305764,3
1014,1014,305823,4204036,2160720,190800.0,140731406239840,140731406239648,25211615,25211614.0,0.0,514,4204036,25211614,1,36,0,9,0,1,0,0,0,0,0,0,0,34,968980,4204036,9,305821,305823,2
1015,1015,305824,4204039,2160720,36.0,140731406239840,140731406239648,25211615,25211614.0,0.0,514,4204039,0,0,0,0,0,0,0,140731406239760,4,36,4294967216,5,0,1,96,2058130,4204039,4,305824,305824,3
1016,1016,306111,4204025,2968362,6732.0,140731406239840,140731406239648,25211641,25211641.0,0.0,642,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,505473,4204025,8,306111,306111,2
1017,1017,306609,4204108,4890195,10098.0,140731406239840,140731406239648,34,25211190.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,2058267,4204108,4,306608,306609,4
1018,1018,306816,4204056,5318433,36.0,140731406239840,140731406239648,25212688,25212687.0,0.0,530,4204056,0,0,0,0,0,0,0,140731406239728,8,25212687,4294967184,5,0,1,1536,505577,4204056,8,306816,306816,2
1019,1019,307627,4204092,266300,990.0,140731406239840,140731406239648,34,25211190.0,1.8446744073709552e+19,534,4204092,0,0,0,0,0,0,0,140731406239764,4,265310,4294967220,5,0,1,3145736,40155,4204092,3,307627,307627,4
1020,1020,307867,4204036,10194267,194139.0,140731406239840,140731406239648,25211749,25211748.0,0.0,518,4204036,25211748,1,37,0,9,0,1,0,0,0,0,0,0,0,34,969278,4204036,9,307865,307867,2
1021,1021,307887,4204108,10194267,267399.0,140731406239840,140731406239648,37,25211190.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,2058483,4204108,4,307886,307887,4
1022,1022,308139,4204036,12087825,71877.0,140731406239840,140731406239648,25211757,25211756.0,0.0,514,4204036,25211756,1,37,0,9,0,1,0,0,0,0,0,0,0,34,969318,4204036,9,308137,308139,2
1023,1023,308546,4204090,368702,5940.0,140731406239840,140731406239648,38,25211190.0,1.8446744073709552e+19,514,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,40284,4204090,3,308546,308546,4
1024,1024,309280,4204032,14784094,7326.0,140731406239840,140731406239648,25211846,25211845.0,0.0,518,4204032,0,0,0,0,0,0,0,140731406239744,8,25211845,4294967200,5,0,1,24,505930,4204032,8,309280,309280,2
1025,1025,309485,4204036,14784094,0.0,140731406239840,140731406239648,25211852,25211851.0,0.0,518,4204036,25211851,1,159,0,9,0,1,0,0,0,0,0,0,0,34,969514,4204036,9,309483,309485,2
1026,1026,309580,4204003,14784094,0.0,140731406239840,140731406239648,153,25211190.0,2.0,514,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1447195,4204003,10,309580,309580,3
1027,1027,309698,4204071,14908073,7.0,140731406239840,140731406239648,38,25211190.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1447211,4204071,10,309685,309698,3
1028,1028,309760,4204046,14945396,37.0,140731406239840,140731406239648,25211860,25212771.0,0.0,518,4204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,969555,4204046,9,309760,309760,2
1029,1029,309824,4204090,401244,0.0,140731406239840,140731406239648,168,25211190.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,40464,4204090,3,309824,309824,3
1030,1030,310361,4204124,15038869,0.0,140731406239840,140731406239648,167,25211190.0,4294967290.0,646,4204124,0,0,0,0,0,0,0,140731406239772,4,4294967289,4294967228,5,0,1,536870913,1447318,4204124,10,310361,310361,3
1031,1031,310459,4204108,15038869,0.0,140731406239840,140731406239648,167,25211190.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,2058921,4204108,4,310458,310459,4
1032,1032,310871,4204060,15084262,167.0,140731406239840,140731406239648,25212803,25212802.0,0.0,514,4204060,25212802,1,0,0,9,0,1,0,0,0,0,0,0,0,2176,969717,4204060,9,310869,310871,2
1033,1033,311012,4204078,0,2.0,140731406239840,140731406239648,165,25211190.0,1.8446744073709552e+19,659,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,40633,4204078,3,311012,311012,4
1034,1034,311210,4204056,15084262,41.0,140731406239840,140731406239648,25212813,25212812.0,0.0,518,4204056,0,0,0,0,0,0,0,140731406239728,8,25212812,4294967184,5,0,1,1536,506210,4204056,8,311210,311210,2
1035,1035,311424,4203925,7,34.0,140731406239840,140731406239648,25211479,1.8446744073709552e+19,0.0,663,4203925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106496,969795,4203925,9,311424,311424,3
1036,1036,311451,4204025,7,37.0,140731406239840,140731406239648,25211472,25211472.0,0.0,642,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,506241,4204025,8,311451,311451,2
1037,1037,311485,4204025,0,0.0,140731406239840,140731406239648,25211473,25211473.0,0.0,646,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,506246,4204025,8,311485,311485,2
1038,1038,311599,4204074,0,2.0,140731406239840,140731406239648,162,25211191.0,1.8446744073709552e+19,659,4204074,25211029,1,0,0,9,10,1,0,0,0,0,0,0,0,53248,1447512,4204074,10,311599,311599,4
1039,1039,311668,4204078,0,4.0,140731406239840,140731406239648,155,25211191.0,1.8446744073709552e+19,663,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,2059123,4204078,4,311664,311668,4
1040,1040,312308,4204110,125128,30600.0,140731406239840,140731406239648,45,25211191.0,1.8446744073709552e+19,514,4204110,0,0,0,0,0,0,0,140731406239700,4,94528,4294967156,5,0,1,67108872,40817,4204110,3,312308,312308,3
1041,1041,312416,4204003,166683,7400.0,140731406239840,140731406239648,37,25211191.0,6.0,518,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1447637,4204003,10,312416,312416,3
1042,1042,312672,4204003,260981,41382.0,140731406239840,140731406239648,38,25211191.0,4294967294.0,642,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1447679,4204003,10,312672,312672,3
1043,1043,313881,4204074,2604868,44.0,140731406239840,140731406239648,36,25211191.0,1.8446744073709552e+19,659,4204074,25211155,1,99,0,9,10,1,0,0,0,0,0,0,0,53248,1447865,4204074,10,313881,313881,3
1044,1044,314081,4203983,3012380,6930.0,140731406239840,140731406239648,19,25211642.0,4294967294.0,642,4203983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1914498,4203983,25,314081,314081,2
1045,1045,314419,4204108,4371794,222000.0,140731406239840,140731406239648,37,25211191.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,41116,4204108,3,314419,314419,4
1046,1046,314476,4204071,4759322,28.0,140731406239840,140731406239648,36,25211191.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,506680,4204071,8,314476,314476,3
1047,1047,314664,4204071,4963214,9.0,140731406239840,140731406239648,36,25211191.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1447988,4204071,10,314651,314664,3
1048,1048,315323,4204049,7758849,36.0,140731406239840,140731406239648,25212702,25212702.0,0.0,518,4204049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,506800,4204049,8,315323,315323,2
1049,1049,315458,4204046,9066181,36.0,140731406239840,140731406239648,25211720,25212706.0,0.0,518,4204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,970385,4204046,9,315458,315458,2
1050,1050,316101,4204092,331541,1900.0,140731406239840,140731406239648,37,25211191.0,1.8446744073709552e+19,530,4204092,0,0,0,0,0,0,0,140731406239764,4,329641,4294967220,5,0,1,3145736,41355,4204092,3,316101,316101,4
1051,1051,316174,4204110,12172741,15444.0,140731406239840,140731406239648,39,25211191.0,1.8446744073709552e+19,518,4204110,0,0,0,0,0,0,0,140731406239700,4,12157297,4294967156,5,0,1,67108872,41367,4204110,3,316174,316174,4
1052,1052,316446,4204046,13060385,38.0,140731406239840,140731406239648,25211786,25212734.0,0.0,514,4204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,970529,4204046,9,316446,316446,2
1053,1053,316845,4204074,14212209,20.0,140731406239840,140731406239648,75,25211191.0,1.8446744073709552e+19,659,4204074,25211116,1,2,0,9,10,1,0,0,0,0,0,0,0,53248,970588,4204074,9,316843,316845,2
1054,1054,316914,4204078,14,44.0,140731406239840,140731406239648,65,25211191.0,1.8446744073709552e+19,659,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,2060017,4204078,4,316910,316914,4
1055,1055,317452,4204110,15058711,0.0,140731406239840,140731406239648,159,25211191.0,1.8446744073709552e+19,518,4204110,0,0,0,0,0,0,0,140731406239700,4,15058711,4294967156,5,0,1,67108872,41547,4204110,3,317452,317452,3
1056,1056,317523,4204124,15058711,0.0,140731406239840,140731406239648,153,25211191.0,1.0,514,4204124,0,0,0,0,0,0,0,140731406239772,4,0,4294967228,5,0,1,536870913,1448431,4204124,10,317523,317523,3
1057,1057,317640,4204056,15244347,38.0,140731406239840,140731406239648,25212769,25212768.0,0.0,514,4204056,0,0,0,0,0,0,0,140731406239728,8,25212768,4294967184,5,0,1,1536,507135,4204056,8,317640,317640,2
1058,1058,317768,4204139,15334015,3762.0,140731406239840,140731406239648,38,25211861.0,19.0,514,4204139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1448468,4204139,10,317767,317768,4
1059,1059,317810,4204110,15334015,0.0,140731406239840,140731406239648,168,25211191.0,1.8446744073709552e+19,514,4204110,0,0,0,0,0,0,0,140731406239700,4,15334015,4294967156,5,0,1,67108872,41597,4204110,3,317810,317810,4
1060,1060,318105,4204074,15334015,16.0,140731406239840,140731406239648,43,25211191.0,1.8446744073709552e+19,659,4204074,25211148,1,91,0,9,10,1,0,0,0,0,0,0,0,53248,1448521,4204074,10,318105,318105,4
1061,1061,318207,4204074,15463905,4.0,140731406239840,140731406239648,36,25211191.0,1.8446744073709552e+19,659,4204074,25211155,1,99,0,9,10,1,0,0,0,0,0,0,0,53248,1448536,4204074,10,318207,318207,3
1062,1062,318259,4204006,15485289,7128.0,140731406239840,140731406239648,36,25211191.0,7.0,582,4204006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1914632,4204006,25,318259,318259,2
1063,1063,318281,4204092,415170,0.0,140731406239840,140731406239648,37,25211191.0,1.8446744073709552e+19,514,4204092,0,0,0,0,0,0,0,140731406239764,4,415170,4294967220,5,0,1,3145736,41665,4204092,3,318281,318281,3
1064,1064,318310,4204003,15485289,0.0,140731406239840,140731406239648,19,25211914.0,4294967289.0,663,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,24,1448556,4204003,10,318310,318310,4
1065,1065,318476,4204119,15485289,0.0,140731406239840,140731406239648,167,25211191.0,4294967293.0,518,4204119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268435505,1448579,4204119,10,318476,318476,3
1066,1066,318712,4204110,15550932,11583.0,140731406239840,140731406239648,39,25211191.0,1.8446744073709552e+19,534,4204110,0,0,0,0,0,0,0,140731406239700,4,15539349,4294967156,5,0,1,67108872,41727,4204110,3,318712,318712,4
1067,1067,320733,4204060,428964,38.0,140731406239840,140731406239648,25212630,25212629.0,0.0,514,4204060,25212629,1,20,0,9,0,1,0,0,0,0,0,0,0,2176,971154,4204060,9,320731,320733,2
1068,1068,320833,4204049,633282,37.0,140731406239840,140731406239648,25212632,25212632.0,0.0,534,4204049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,507593,4204049,8,320833,320833,2
1069,1069,320921,4204124,714957,15048.0,140731406239840,140731406239648,38,25211190.0,6.0,518,4204124,0,0,0,0,0,0,0,140731406239772,4,5,4294967228,5,0,1,536870913,1448960,4204124,10,320921,320921,3
1070,1070,321436,4204078,99,7.0,140731406239840,140731406239648,37,25211190.0,1.8446744073709552e+19,663,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,2060787,4204078,4,321432,321436,3
1071,1071,321891,4204060,2793594,35.0,140731406239840,140731406239648,25212663,25212662.0,0.0,514,4204060,25212662,1,32,0,9,0,1,0,0,0,0,0,0,0,2176,971323,4204060,9,321889,321891,2
1072,1072,322280,4204046,3600768,35.0,140731406239840,140731406239648,25211650,25212673.0,0.0,514,4204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,971379,4204046,9,322280,322280,2
1073,1073,322389,4204074,4403163,60.0,140731406239840,140731406239648,38,25211190.0,1.8446744073709552e+19,659,4204074,25211152,1,99,0,9,10,1,0,0,0,0,0,0,0,53248,971396,4204074,9,322387,322389,2
1074,1074,322531,4204092,135229,800.0,140731406239840,140731406239648,36,25211190.0,1.8446744073709552e+19,514,4204092,0,0,0,0,0,0,0,140731406239764,4,134429,4294967220,5,0,1,3145736,42265,4204092,3,322531,322531,4
1075,1075,322757,4204108,5209194,194139.0,140731406239840,140731406239648,37,25211190.0,1.8446744073709552e+19,514,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,42296,4204108,3,322757,322757,3
1076,1076,322786,4204090,147345,7227.0,140731406239840,140731406239648,35,25211190.0,1.8446744073709552e+19,514,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,2061017,4204090,4,322785,322786,3
1077,1077,322867,4204006,6301857,340659.0,140731406239840,140731406239648,37,25211190.0,1.0,663,4204006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1914782,4204006,25,322867,322867,2
1078,1078,323217,4204108,7368921,75240.0,140731406239840,140731406239648,38,25211190.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,2061091,4204108,4,323216,323217,3
1079,1079,323319,4204108,7777629,277200.0,140731406239840,140731406239648,36,25211190.0,1.8446744073709552e+19,514,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,42376,4204108,3,323319,323319,4
1080,1080,323422,4204110,9090288,334800.0,140731406239840,140731406239648,36,25211190.0,1.8446744073709552e+19,518,4204110,0,0,0,0,0,0,0,140731406239700,4,8755488,4294967156,5,0,1,67108872,42392,4204110,3,323422,323422,4
1081,1081,323609,4204049,9789525,37.0,140731406239840,140731406239648,25212711,25212711.0,0.0,518,4204049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,507993,4204049,8,323609,323609,2
1082,1082,323638,4204145,9804177,14652.0,140731406239840,140731406239648,19,25211745.0,19.0,530,4204145,0,0,0,0,0,0,0,140731406239744,8,25211726,4294967200,5,0,1,24,971577,4204145,9,323638,323638,2
1083,1083,323793,4204036,10047222,124542.0,140731406239840,140731406239648,25211750,25211749.0,0.0,518,4204036,25211749,1,36,0,9,0,1,0,0,0,0,0,0,0,34,971599,4204036,9,323791,323793,2
1084,1084,323939,4204074,11154123,88.0,140731406239840,140731406239648,37,25211190.0,1.8446744073709552e+19,663,4204074,25211153,1,99,0,9,10,1,0,0,0,0,0,0,0,53248,971622,4204074,9,323937,323939,2
1085,1085,324165,4204142,12187203,14652.0,140731406239840,140731406239648,19,25211760.0,19.0,514,4204142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,508072,4204142,8,324165,324165,3
1086,1086,324475,4204098,371302,7227.0,140731406239840,140731406239648,38,25211190.0,1.8446744073709552e+19,534,4204098,140731406239760,4,38,4294967216,5,0,1,0,0,0,0,0,0,0,8388673,2061306,4204098,4,324475,324475,3
1087,1087,324847,4204025,14215342,5680.0,140731406239840,140731406239648,25211817,25211817.0,0.0,646,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,508169,4204025,8,324847,324847,2
1088,1088,325159,4204049,15150752,39.0,140731406239840,140731406239648,25212755,25212755.0,0.0,514,4204049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,508216,4204049,8,325159,325159,2
