,Unnamed: 0,dyn,ip_x,REG_RDI,REG_RSI,REG_RBP,REG_RSP,REG_RDX,REG_RCX,REG_RAX,REG_RFLAGS,REG_RIP,memread_addr_1,read_size_1,mem_val_1,displacement_1,base_reg_1,index_reg_1,scale_1,memwrite_addr,read_size,mem_val,displacement,base_reg,index_reg,scale, prop_his,num,ip_y,reg,left,right,result
5561,5561,1801010,4204090,328418,4268.0,140731406239840,140731406239648,40,25211191.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,251599,4204090,3,1801010,1801010,4
5562,5562,1801129,4204025,12746758,0.0,140731406239840,140731406239648,25212118,25212118.0,0.0,582,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,720523,4204025,8,1801129,1801129,2
5563,5563,1801182,4204032,12746758,0.0,140731406239840,140731406239648,25212139,25212138.0,0.0,518,4204032,0,0,0,0,0,0,0,140731406239744,8,25212138,4294967200,5,0,1,24,720530,4204032,8,1801182,1801182,2
5564,5564,1801386,4204032,13117794,169884.0,140731406239840,140731406239648,25212145,25212144.0,0.0,514,4204032,0,0,0,0,0,0,0,140731406239744,8,25212144,4294967200,5,0,1,24,720560,4204032,8,1801386,1801386,2
5565,5565,1802726,4204078,6,0.0,140731406239840,140731406239648,70,25211191.0,1.8446744073709552e+19,659,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,2312839,4204078,4,1802722,1802726,3
5566,5566,1802832,4204022,15315846,3936.0,140731406239840,140731406239648,41,25212242.0,0.0,642,4204022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1187168,4204022,9,1802832,1802832,2
5567,5567,1803396,4204032,15568104,0.0,140731406239840,140731406239648,25212278,25212277.0,0.0,514,4204032,0,0,0,0,0,0,0,140731406239744,8,25212277,4294967200,5,0,1,24,720849,4204032,8,1803396,1803396,2
5568,5568,1803807,4204157,15656827,0.0,140731406239840,140731406239648,19,25212308.0,8.0,514,4204157,0,0,0,0,0,0,0,140731406239768,4,7,4294967224,5,0,1,192,1679778,4204157,10,1803807,1803807,3
5569,5569,1803962,4204078,99,0.0,140731406239840,140731406239648,36,25211191.0,1.8446744073709552e+19,659,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,2313045,4204078,4,1803958,1803962,3
5570,5570,1803994,4204071,0,1.0,140731406239840,140731406239648,36,25211191.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,720936,4204071,8,1803994,1803994,3
5571,5571,1804130,4204071,35219,4.0,140731406239840,140731406239648,37,25211191.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1679830,4204071,10,1804117,1804130,3
5572,5572,1804234,4204078,16,2.0,140731406239840,140731406239648,64,25211191.0,1.8446744073709552e+19,647,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,2313093,4204078,4,1804230,1804234,3
5573,5573,1805051,4204074,291397,7.0,140731406239840,140731406239648,37,25211191.0,1.8446744073709552e+19,663,4204074,25211154,1,100,0,9,10,1,0,0,0,0,0,0,0,53248,1679975,4204074,10,1805051,1805051,4
5574,5574,1805085,4204074,317297,11.0,140731406239840,140731406239648,37,25211191.0,1.8446744073709552e+19,663,4204074,25211154,1,100,0,9,10,1,0,0,0,0,0,0,0,53248,1679980,4204074,10,1805085,1805085,3
5575,5575,1805152,4204071,415021,19.0,140731406239840,140731406239648,36,25211191.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1679989,4204071,10,1805139,1805152,3
5576,5576,1805288,4204071,686237,11.0,140731406239840,140731406239648,87,25211191.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1680009,4204071,10,1805275,1805288,3
5577,5577,1805525,4204124,686237,0.0,140731406239840,140731406239648,90,25211191.0,4294967291.0,642,4204124,0,0,0,0,0,0,0,140731406239772,4,4294967290,4294967228,5,0,1,536870913,1680049,4204124,10,1805525,1805525,3
5578,5578,1805574,4204056,713264,41.0,140731406239840,140731406239648,25212641,25212640.0,0.0,518,4204056,0,0,0,0,0,0,0,140731406239728,8,25212640,4294967184,5,0,1,1536,721163,4204056,8,1805574,1805574,2
5579,5579,1805593,4204124,764432,51168.0,140731406239840,140731406239648,41,25211191.0,4294967293.0,642,4204124,0,0,0,0,0,0,0,140731406239772,4,4294967292,4294967228,5,0,1,536870913,1680059,4204124,10,1805593,1805593,4
5580,5580,1806186,4204110,1855235,162800.0,140731406239840,140731406239648,37,25211191.0,1.8446744073709552e+19,518,4204110,0,0,0,0,0,0,0,140731406239700,4,1692435,4294967156,5,0,1,67108872,252332,4204110,3,1806186,1806186,4
5581,5581,1806214,4204090,49061,5300.0,140731406239840,140731406239648,37,25211191.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,252334,4204090,3,1806214,1806214,4
5582,5582,1806881,4204098,112038,0.0,140731406239840,140731406239648,94,25211191.0,1.8446744073709552e+19,518,4204098,140731406239760,4,94,4294967216,5,0,1,0,0,0,0,0,0,0,8388673,2313546,4204098,4,1806881,1806881,3
5583,5583,1807324,4204039,5632430,39.0,140731406239840,140731406239648,25212012,25212011.0,0.0,518,4204039,0,0,0,0,0,0,0,140731406239760,4,39,4294967216,5,0,1,96,2313620,4204039,4,1807324,1807324,3
5584,5584,1807338,4204090,147839,8712.0,140731406239840,140731406239648,39,25211191.0,1.8446744073709552e+19,514,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,252494,4204090,3,1807338,1807338,3
5585,5585,1807347,4204124,5972198,339768.0,140731406239840,140731406239648,39,25211191.0,2.0,514,4204124,0,0,0,0,0,0,0,140731406239772,4,1,4294967228,5,0,1,536870913,1680330,4204124,10,1807347,1807347,3
5586,5586,1808162,4204110,8325610,0.0,140731406239840,140731406239648,103,25211191.0,1.8446744073709552e+19,514,4204110,0,0,0,0,0,0,0,140731406239700,4,8325610,4294967156,5,0,1,67108872,252612,4204110,3,1808162,1808162,3
5587,5587,1809871,4204074,13323703,28.0,140731406239840,140731406239648,38,25211191.0,1.8446744073709552e+19,659,4204074,25211153,1,99,0,9,10,1,0,0,0,0,0,0,0,53248,1680723,4204074,10,1809871,1809871,3
5588,5588,1810676,4204090,374149,12.0,140731406239840,140731406239648,70,25211191.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,252969,4204090,3,1810676,1810676,4
5589,5589,1810677,4204092,374161,12.0,140731406239840,140731406239648,70,25211191.0,1.8446744073709552e+19,530,4204092,0,0,0,0,0,0,0,140731406239764,4,374149,4294967220,5,0,1,3145736,252970,4204092,3,1810677,1810677,3
5590,5590,1810757,4204074,14385612,0.0,140731406239840,140731406239648,41,25211191.0,1.8446744073709552e+19,663,4204074,25211150,1,96,0,9,10,1,0,0,0,0,0,0,0,53248,1188325,4204074,9,1810755,1810757,2
5591,5591,1811805,4204254,25215789,38.0,140731406239840,140731406239648,180783,370000.0,38.0,518,4204254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,1903638,4204254,11,1811805,1811805,2
5592,5592,1811828,4203905,25215789,374.0,140731406239840,140731406239648,25211424,0.0,0.0,514,4203905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,2314385,4203905,4,1811828,1811828,4
5593,5593,1812144,4204071,49083,4.0,140731406239840,140731406239648,36,25211193.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1681077,4204071,10,1812131,1812144,3
5594,5594,1812170,4204039,63051,64.0,140731406239840,140731406239648,25211810,25211809.0,0.0,514,4204039,0,0,0,0,0,0,0,140731406239760,4,36,4294967216,5,0,1,96,2314444,4204039,4,1812170,1812170,3
5595,5595,1812809,4204074,238479,2.0,140731406239840,140731406239648,170,25211193.0,1.8446744073709552e+19,663,4204074,25211023,1,0,0,9,10,1,0,0,0,0,0,0,0,53248,1188624,4204074,9,1812807,1812809,2
5596,5596,1812887,4204108,238479,0.0,140731406239840,140731406239648,167,25211193.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,2314569,4204108,4,1812886,1812887,3
5597,5597,1813373,4204081,0,0.0,140731406239840,140731406239648,169,25211193.0,1.8446744073709552e+19,518,4204081,0,0,0,0,0,0,0,140731406239756,4,0,4294967212,5,0,1,196608,2314650,4204081,4,1813373,1813373,3
5598,5598,1813923,4204036,1270797,0.0,140731406239840,140731406239648,25211917,25211916.0,0.0,514,4204036,25211916,1,167,0,9,0,1,0,0,0,0,0,0,0,34,1188785,4204036,9,1813921,1813923,2
5599,5599,1814236,4204119,2112531,221760.0,140731406239840,140731406239648,40,25211193.0,0.0,514,4204119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268435505,1681402,4204119,10,1814236,1814236,3
5600,5600,1814245,4204025,2112531,221760.0,140731406239840,140731406239648,25211944,25211944.0,0.0,663,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,722409,4204025,8,1814245,1814245,2
5601,5601,1814324,4204071,2319231,32.0,140731406239840,140731406239648,161,25211193.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1681415,4204071,10,1814311,1814324,3
5602,5602,1814542,4204056,2319231,37.0,140731406239840,140731406239648,25212669,25212668.0,0.0,514,4204056,0,0,0,0,0,0,0,140731406239728,8,25212668,4294967184,5,0,1,1536,722453,4204056,8,1814542,1814542,2
5603,5603,1815228,4204003,4461642,267399.0,140731406239840,140731406239648,37,25211193.0,4294967295.0,646,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1681558,4204003,10,1815228,1815228,3
5604,5604,1815496,4204119,5498598,0.0,140731406239840,140731406239648,167,25211193.0,6.0,514,4204119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268435505,1681596,4204119,10,1815496,1815496,3
5605,5605,1815574,4204090,143937,0.0,140731406239840,140731406239648,101,25211193.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,253659,4204090,3,1815574,1815574,3
5606,5606,1815775,4204081,99,9207.0,140731406239840,140731406239648,37,25211193.0,1.8446744073709552e+19,514,4204081,0,0,0,0,0,0,0,140731406239756,4,7623,4294967212,5,0,1,196608,2315058,4204081,4,1815775,1815775,3
5607,5607,1816016,4204090,192175,0.0,140731406239840,140731406239648,166,25211193.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,253724,4204090,3,1816016,1816016,4
5608,5608,1816186,4204022,7437204,74100.0,140731406239840,140731406239648,39,25212075.0,0.0,646,4204022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1189114,4204022,9,1816186,1816186,2
5609,5609,1816606,4203997,9080442,0.0,140731406239840,140731406239648,19,25212106.0,4294967289.0,663,4203997,0,0,0,0,0,0,0,140731406239772,4,8,4294967228,5,0,1,6,1681773,4203997,10,1816606,1816606,3
5610,5610,1817089,4204025,10571292,0.0,140731406239840,140731406239648,25212120,25212120.0,0.0,582,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,722819,4204025,8,1817089,1817089,2
5611,5611,1817197,4204108,10571292,23760.0,140731406239840,140731406239648,40,25211193.0,1.8446744073709552e+19,514,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,253891,4204108,3,1817197,1817197,3
5612,5612,1817661,4203994,11636844,0.0,140731406239840,140731406239648,19,25212174.0,0.0,659,4203994,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1681936,4203994,10,1817661,1817661,3
5613,5613,1817748,4204071,11648724,7.0,140731406239840,140731406239648,38,25211193.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1681949,4204071,10,1817735,1817748,3
5614,5614,1818123,4204074,12309006,3.0,140731406239840,140731406239648,160,25211193.0,1.8446744073709552e+19,647,4204074,25211033,1,0,0,9,10,1,0,0,0,0,0,0,0,53248,1682005,4204074,10,1818123,1818123,3
5615,5615,1818220,4204110,12309006,0.0,140731406239840,140731406239648,62,25211193.0,1.8446744073709552e+19,514,4204110,0,0,0,0,0,0,0,140731406239700,4,12309006,4294967156,5,0,1,67108872,254037,4204110,3,1818220,1818220,4
5616,5616,1818529,4204124,12715378,25792.0,140731406239840,140731406239648,62,25211193.0,3.0,518,4204124,0,0,0,0,0,0,0,140731406239772,4,2,4294967228,5,0,1,536870913,1682069,4204124,10,1818529,1818529,3
5617,5617,1818810,4204090,330364,198.0,140731406239840,140731406239648,38,25211193.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,2315575,4204090,4,1818809,1818810,3
5618,5618,1818946,4204090,332220,900.0,140731406239840,140731406239648,39,25211193.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,254139,4204090,3,1818946,1818946,3
5619,5619,1819392,4204039,13000423,36.0,140731406239840,140731406239648,25212281,25212280.0,0.0,514,4204039,0,0,0,0,0,0,0,140731406239760,4,37,4294967216,5,0,1,96,2315674,4204039,4,1819392,1819392,3
5620,5620,1819632,4204046,13082449,37.0,140731406239840,140731406239648,25212288,25212813.0,0.0,530,4204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,1189618,4204046,9,1819632,1819632,2
5621,5621,1820654,4204078,0,9.0,140731406239840,140731406239648,83,25211193.0,1.8446744073709552e+19,659,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,2315887,4204078,4,1820650,1820654,3
5622,5622,1821168,4204022,479702,73260.0,140731406239840,140731406239648,37,25211877.0,0.0,663,4204022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1189840,4204022,9,1821168,1821168,2
5623,5623,1821829,4204006,1031564,0.0,140731406239840,140731406239648,167,25211193.0,5.0,659,4204006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1963259,4204006,25,1821829,1821829,2
5624,5624,1821897,4204006,1031564,0.0,140731406239840,140731406239648,167,25211193.0,7.0,582,4204006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1963261,4204006,25,1821897,1821897,2
5625,5625,1822316,4204110,1888790,0.0,140731406239840,140731406239648,167,25211193.0,1.8446744073709552e+19,514,4204110,0,0,0,0,0,0,0,140731406239700,4,1888790,4294967156,5,0,1,67108872,254617,4204110,3,1822316,1822316,4
5626,5626,1822364,4204039,1888790,166.0,140731406239840,140731406239648,25211950,25211949.0,0.0,518,4204039,0,0,0,0,0,0,0,140731406239760,4,167,4294967216,5,0,1,96,2316180,4204039,4,1822364,1822364,3
5627,5627,1822552,4204039,1930979,40.0,140731406239840,140731406239648,25211974,25211973.0,0.0,514,4204039,0,0,0,0,0,0,0,140731406239760,4,39,4294967216,5,0,1,96,2316210,4204039,4,1822552,1822552,3
5628,5628,1823616,4204071,4537721,20.0,140731406239840,140731406239648,37,25211193.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,723759,4204071,8,1823616,1823616,3
5629,5629,1823690,4204090,124135,5544.0,140731406239840,140731406239648,37,25211193.0,1.8446744073709552e+19,514,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,2316405,4204090,4,1823689,1823690,3
5630,5630,1823872,4204003,5982728,0.0,140731406239840,140731406239648,166,25211193.0,3.0,518,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1682902,4204003,10,1823872,1823872,4
5631,5631,1823970,4204119,5982728,0.0,140731406239840,140731406239648,166,25211193.0,5.0,514,4204119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268435505,1682915,4204119,10,1823970,1823970,3
5632,5632,1824416,4204071,7416809,53.0,140731406239840,140731406239648,165,25211193.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1682985,4204071,10,1824403,1824416,3
5633,5633,1824484,4204071,7416809,19.0,140731406239840,140731406239648,169,25211193.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1682995,4204071,10,1824471,1824484,3
5634,5634,1824552,4204071,7416809,4.0,140731406239840,140731406239648,166,25211193.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1683005,4204071,10,1824539,1824552,3
5635,5635,1824742,4204078,99,44.0,140731406239840,140731406239648,38,25211193.0,1.8446744073709552e+19,659,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,254958,4204078,3,1824742,1824742,3
5636,5636,1825228,4204046,8709647,38.0,140731406239840,140731406239648,25212145,25212745.0,0.0,514,4204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,1190433,4204046,9,1825228,1825228,2
5637,5637,1825496,4204032,9505331,0.0,140731406239840,140731406239648,25212153,25212152.0,0.0,518,4204032,0,0,0,0,0,0,0,140731406239744,8,25212152,4294967200,5,0,1,24,724029,4204032,8,1825496,1825496,2
5638,5638,1825631,4204142,9505331,0.0,140731406239840,140731406239648,19,25212156.0,19.0,514,4204142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1190491,4204142,9,1825630,1825631,2
5639,5639,1825737,4204098,247630,700.0,140731406239840,140731406239648,39,25211193.0,1.8446744073709552e+19,518,4204098,140731406239760,4,39,4294967216,5,0,1,0,0,0,0,0,0,0,8388673,2316754,4204098,4,1825737,1825737,3
5640,5640,1825871,4204092,257063,3366.0,140731406239840,140731406239648,38,25211193.0,1.8446744073709552e+19,518,4204092,0,0,0,0,0,0,0,140731406239764,4,253697,4294967220,5,0,1,3145736,255120,4204092,3,1825871,1825871,4
5641,5641,1826113,4204108,10051691,0.0,140731406239840,140731406239648,162,25211193.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,255156,4204108,3,1826113,1826113,3
5642,5642,1826403,4204108,10203545,75240.0,140731406239840,140731406239648,40,25211193.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,255196,4204108,3,1826403,1826403,4
5643,5643,1826630,4204071,10422057,2.0,140731406239840,140731406239648,77,25211193.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1683328,4204071,10,1826617,1826630,4
5644,5644,1826814,4204056,10433927,36.0,140731406239840,140731406239648,25212791,25212790.0,0.0,518,4204056,0,0,0,0,0,0,0,140731406239728,8,25212790,4294967184,5,0,1,1536,724219,4204056,8,1826814,1826814,2
5645,5645,1826920,4204071,10496555,9.0,140731406239840,140731406239648,38,25211193.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1683375,4204071,10,1826907,1826920,3
5646,5646,1827022,4204071,10607165,8.0,140731406239840,140731406239648,41,25211193.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1683390,4204071,10,1827009,1827022,3
5647,5647,1827437,4204025,10707611,10989.0,140731406239840,140731406239648,25212283,25212283.0,0.0,642,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,724307,4204025,8,1827437,1827437,2
5648,5648,1828051,4204124,0,0.0,140731406239840,140731406239648,36,25211255.0,0.0,599,4204124,0,0,0,0,0,0,0,140731406239772,4,4294967295,4294967228,5,0,1,536870913,1683554,4204124,10,1828051,1828051,3
5649,5649,1828122,4204003,41120,40352.0,140731406239840,140731406239648,104,25211255.0,2.0,514,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1683565,4204003,10,1828122,1828122,3
5650,5650,1828240,4204071,89849,0.0,140731406239840,140731406239648,82,25211255.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,724425,4204071,8,1828240,1828240,3
5651,5651,1829024,4204071,126369,11.0,140731406239840,140731406239648,37,25211255.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1683705,4204071,10,1829011,1829024,4
5652,5652,1829290,4204046,232509,169.0,140731406239840,140731406239648,25211883,25212634.0,0.0,518,4204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,1191025,4204046,9,1829290,1829290,2
5653,5653,1829487,4204081,0,0.0,140731406239840,140731406239648,37,25211255.0,1.8446744073709552e+19,518,4204081,0,0,0,0,0,0,0,140731406239756,4,0,4294967212,5,0,1,196608,2317390,4204081,4,1829487,1829487,3
5654,5654,1829744,4204022,469029,0.0,140731406239840,140731406239648,167,25211914.0,0.0,663,4204022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1191090,4204022,9,1829744,1829744,2
5655,5655,1829765,4204098,5202,0.0,140731406239840,140731406239648,167,25211255.0,1.8446744073709552e+19,514,4204098,140731406239760,4,167,4294967216,5,0,1,0,0,0,0,0,0,0,8388673,2317440,4204098,4,1829765,1829765,4
5656,5656,1829767,4204108,469029,0.0,140731406239840,140731406239648,167,25211255.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,2317441,4204108,4,1829766,1829767,3
5657,5657,1830070,4204032,469029,0.0,140731406239840,140731406239648,25211943,25211942.0,0.0,518,4204032,0,0,0,0,0,0,0,140731406239744,8,25211942,4294967200,5,0,1,24,724686,4204032,8,1830070,1830070,2
5658,5658,1830642,4204071,812925,60.0,140731406239840,140731406239648,39,25211255.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1683956,4204071,10,1830629,1830642,3
5659,5659,1830750,4204090,15842,0.0,140731406239840,140731406239648,165,25211255.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,2317607,4204090,4,1830749,1830750,3
5660,5660,1831164,4204046,1449869,39.0,140731406239840,140731406239648,25212012,25212687.0,0.0,518,4204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,1191298,4204046,9,1831164,1831164,2
5661,5661,1831278,4204090,25049,0.0,140731406239840,140731406239648,167,25211255.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,2317697,4204090,4,1831277,1831278,3
5662,5662,1831630,4204071,2361362,36.0,140731406239840,140731406239648,37,25211255.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,724912,4204071,8,1831630,1831630,3
5663,5663,1831886,4204003,3371362,0.0,140731406239840,140731406239648,166,25211255.0,4.0,514,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1684149,4204003,10,1831886,1831886,3
5664,5664,1832288,4204046,3371362,103.0,140731406239840,140731406239648,25212082,25212719.0,0.0,518,4204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,1191462,4204046,9,1832288,1832288,2
5665,5665,1832339,4204108,4319683,0.0,140731406239840,140731406239648,167,25211255.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,256036,4204108,3,1832339,1832339,4
5666,5666,1832414,4204003,4319683,0.0,140731406239840,140731406239648,168,25211255.0,4.0,514,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1684231,4204003,10,1832414,1832414,3
5667,5667,1832785,4204060,4319683,40.0,140731406239840,140731406239648,25212734,25212733.0,0.0,514,4204060,25212733,1,73,0,9,0,1,0,0,0,0,0,0,0,2176,1191535,4204060,9,1832783,1832785,2
5668,5668,1833419,4204074,5614704,44.0,140731406239840,140731406239648,164,25211255.0,1.8446744073709552e+19,663,4204074,25211091,1,0,0,9,10,1,0,0,0,0,0,0,0,53248,1191628,4204074,9,1833417,1833419,2
5669,5669,1833723,4204124,5614704,0.0,140731406239840,140731406239648,38,25211255.0,4294967292.0,646,4204124,0,0,0,0,0,0,0,140731406239772,4,4294967291,4294967228,5,0,1,536870913,1684436,4204124,10,1833723,1833723,4
5670,5670,1834043,4204049,5935464,162.0,140731406239840,140731406239648,25212769,25212769.0,0.0,518,4204049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,725259,4204049,8,1834043,1834043,2
5671,5671,1834323,4204006,5935464,0.0,140731406239840,140731406239648,39,25211255.0,4294967294.0,642,4204006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1963663,4204006,25,1834323,1834323,2
5672,5672,1834591,4204124,5969731,7084.0,140731406239840,140731406239648,77,25211255.0,6.0,518,4204124,0,0,0,0,0,0,0,140731406239772,4,5,4294967228,5,0,1,536870913,1684568,4204124,10,1834591,1834591,4
5673,5673,1835070,4204071,5975011,3.0,140731406239840,140731406239648,39,25211255.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1684642,4204071,10,1835057,1835070,3
5674,5674,1835634,4204078,0,0.0,140731406239840,140731406239648,39,25211255.0,1.8446744073709552e+19,659,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,2318439,4204078,4,1835630,1835634,4
5675,5675,1835984,4204078,0,3.0,140731406239840,140731406239648,36,25211320.0,1.8446744073709552e+19,659,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,2318495,4204078,4,1835980,1835984,3
5676,5676,1836193,4204092,0,0.0,140731406239840,140731406239648,82,25211320.0,1.8446744073709552e+19,582,4204092,0,0,0,0,0,0,0,140731406239764,4,0,4294967220,5,0,1,3145736,256580,4204092,3,1836193,1836193,3
5677,5677,1837248,4204090,10262,679.0,140731406239840,140731406239648,169,25211320.0,1.8446744073709552e+19,514,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,256729,4204090,3,1837248,1837248,4
5678,5678,1837690,4204022,3083043,562122.0,140731406239840,140731406239648,167,25211914.0,0.0,659,4204022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1192248,4204022,9,1837690,1837690,2
5679,5679,1837771,4204074,3876627,13.0,140731406239840,140731406239648,167,25211320.0,1.8446744073709552e+19,663,4204074,25211153,1,99,0,9,10,1,0,0,0,0,0,0,0,53248,1192262,4204074,9,1837769,1837771,2
5680,5680,1837810,4204090,24504,700.0,140731406239840,140731406239648,166,25211320.0,1.8446744073709552e+19,514,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,256809,4204090,3,1837810,1837810,3
5681,5681,1838062,4204078,0,32.0,140731406239840,140731406239648,40,25211320.0,1.8446744073709552e+19,663,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,256843,4204078,3,1838062,1838062,3
5682,5682,1838226,4204056,5988692,167.0,140731406239840,140731406239648,25212662,25212661.0,0.0,518,4204056,0,0,0,0,0,0,0,140731406239728,8,25212661,4294967184,5,0,1,1536,725861,4204056,8,1838226,1838226,2
5683,5683,1838310,4204110,7579344,332000.0,140731406239840,140731406239648,166,25211320.0,1.8446744073709552e+19,514,4204110,0,0,0,0,0,0,0,140731406239700,4,7247344,4294967156,5,0,1,67108872,256882,4204110,3,1838310,1838310,4
5684,5684,1838940,4204110,12986747,49005.0,140731406239840,140731406239648,165,25211320.0,1.8446744073709552e+19,534,4204110,0,0,0,0,0,0,0,140731406239700,4,12937742,4294967156,5,0,1,67108872,256972,4204110,3,1838940,1838940,4
5685,5685,1838947,4204006,12986747,49005.0,140731406239840,140731406239648,165,25211320.0,8.0,514,4204006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1963812,4204006,25,1838947,1838947,2
5686,5686,1839701,4204025,19120292,0.0,140731406239840,140731406239648,25212047,25212047.0,0.0,642,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,726071,4204025,8,1839701,1839701,2
